 ;spi/pic   06-DEC-2006 AT 14:22:58   align_01_002.pic
 ;                   PSI,       THE,        PHI,         REF#,        EXP# ,    CUM. {INPLANE,    SX,       SY,         NPROJ},        DIFF,     CCROT        INPLANE,      SX,      SY
        51   15   0.0000       240.00       265.19       46.000       51.000       278.53      -8.8018      -4.7464       1.0000      -1.0000       956.16       278.53      -8.8018      -4.7464      -1.0000     
        52   15   0.0000       45.000       311.91       30.000       52.000       101.07      0.42631      -8.2352       1.0000      -1.0000       1063.0       101.07      0.42631      -8.2352       1.0000     
        53   15   0.0000       225.00       263.93       28.000       53.000       137.40      -1.3183       1.5184       1.0000      -1.0000       1191.5       137.40      -1.3183       1.5184      -1.0000     
        54   15   0.0000       75.000       32.718       53.000       54.000       120.22      -3.6214      -2.1524       1.0000      -1.0000       1086.1       120.22      -3.6214      -2.1524       1.0000     
        55   15   0.0000       60.000       208.36       43.000       55.000       205.19       2.1819       2.2889       1.0000      -1.0000       1110.9       205.19       2.1819       2.2889       1.0000     
        56   15   0.0000       90.000       65.436       77.000       56.000       188.49      0.79692      -8.2076       1.0000      -1.0000       1137.6       188.49      0.79692      -8.2076       1.0000     
        57   15   0.0000       255.00       278.10       68.000       57.000       61.935      -9.0583       4.2364       1.0000      -1.0000       845.49       61.935      -9.0583       4.2364      -1.0000     
        58   15   0.0000       240.00       75.768       36.000       58.000       133.87       3.0509       2.4685       1.0000      -1.0000       1281.9       133.87       3.0509       2.4685      -1.0000     
        59   15   0.0000       75.000       16.359       52.000       59.000       12.703      -1.7592      -7.8042       1.0000      -1.0000       914.30       12.703      -1.7592      -7.8042       1.0000     
        60   15   0.0000       270.00       16.359       74.000       60.000       69.087      -6.7591      -4.7239       1.0000      -1.0000       1112.9       69.087      -6.7591      -4.7239      -1.0000     
        61   15   0.0000       255.00       261.75       67.000       61.000       327.66      -1.2423       1.6189       1.0000      -1.0000       1241.5       327.66      -1.2423       1.6189      -1.0000     
        62   15   0.0000       60.000       37.884       34.000       62.000       118.72       3.6763       2.5466       1.0000      -1.0000       1154.1       118.72       3.6763       2.5466       1.0000     
        63   15   0.0000       225.00       263.93       28.000       63.000       148.38      -5.6063       3.5711       1.0000      -1.0000       1026.6       148.38      -5.6063       3.5711      -1.0000     
        64   15   0.0000       45.000       0.0000       17.000       64.000       94.074      0.26973       1.0289       1.0000      -1.0000       1103.6       94.074      0.26973       1.0289       1.0000     
        65   15   0.0000       75.000       49.077       54.000       65.000       201.85      -2.9770      -7.4255       1.0000      -1.0000       922.89       201.85      -2.9770      -7.4255       1.0000     
        66   15   0.0000       225.00       263.93       28.000       66.000       180.05      -6.5713      -5.8845       1.0000      -1.0000       1084.0       180.05      -6.5713      -5.8845      -1.0000     
        67   15   0.0000       225.00       23.993       18.000       67.000       254.37       1.4688      -4.9181       1.0000      -1.0000       1194.2       254.37       1.4688      -4.9181      -1.0000     
        68   15   0.0000       60.000       151.54       40.000       68.000       181.46      -1.7960       8.0483       1.0000      -1.0000       1102.3       181.46      -1.7960       8.0483       1.0000     
        69   15   0.0000       255.00       32.718       53.000       69.000       3.8146       4.0183       6.3163       1.0000      -1.0000       1257.7       3.8146       4.0183       6.3163      -1.0000     
        70   15   0.0000       75.000       49.077       54.000       70.000       31.921      -2.8663       2.9638       1.0000      -1.0000       1167.3       31.921      -2.8663       2.9638       1.0000     
        71   15   0.0000       0.0000       0.0000       1.0000       71.000       355.39       3.7898      -1.0801       1.0000      -1.0000       903.23       355.39       3.7898      -1.0801       1.0000     
        72   15   0.0000       225.00       263.93       28.000       72.000       194.25       5.6351       3.0133       1.0000      -1.0000       933.48       194.25       5.6351       3.0133      -1.0000     
        73   15   0.0000       240.00       322.02       49.000       73.000       34.063      -5.5609      -1.9259       1.0000      -1.0000       983.87       34.063      -5.5609      -1.9259      -1.0000     
        74   15   0.0000       210.00       71.980       9.0000       74.000       106.47       1.8136       6.6844       1.0000      -1.0000       1130.9       106.47       1.8136       6.6844      -1.0000     
        75   15   0.0000       255.00       261.75       67.000       75.000       275.03       3.4175       4.5535       1.0000      -1.0000       1156.2       275.03       3.4175       4.5535      -1.0000     
        76   15   0.0000       15.000       143.96       4.0000       76.000       131.25       1.3779       3.8416       1.0000      -1.0000       1050.3       131.25       1.3779       3.8416       1.0000     
        77   15   0.0000       255.00       261.75       67.000       77.000       339.75      -3.7338       1.4551       1.0000      -1.0000       1007.6       339.75      -3.7338       1.4551      -1.0000     
        78   15   0.0000       240.00       246.25       45.000       78.000       230.83       8.5401      0.10088       1.0000      -1.0000       1109.1       230.83       8.5401      0.10088      -1.0000     
