
    1 2   191.630       3129.40     
    2 2   236.250       4271.20     
    3 2   253.930       2321.60     
    4 2   309.640       2458.40     
    5 2   395.320       2115.30     
    6 2   436.250       2685.60     
    7 2   468.150       2232.30     
    8 2   518.700       1809.00     
    9 2   584.870       2923.40     
   10 2   609.640       2456.40     
