 ;   Spa. freq.(1/A), Back. noise, Back. subtr. PS,  Env(f)**2
    1 4   0.00000      1.315579E-03  2.398062E-05  2.400272E-03 
    2 4  7.142857E-04  1.327765E-03  1.179415E-05  2.253925E-03 
    3 4  1.428571E-03  1.339559E-03   0.00000      2.116279E-03 
    4 4  2.142857E-03  1.350948E-03  1.174423E-04  1.986802E-03 
    5 4  2.857143E-03  1.361921E-03  8.571849E-04  1.865009E-03 
    6 4  3.571429E-03  1.372464E-03  1.187756E-03  1.750453E-03 
    7 4  4.285714E-03  1.382568E-03  1.068699E-03  1.642721E-03 
    8 4  5.000000E-03  1.392221E-03  1.110835E-03  1.541429E-03 
    9 4  5.714286E-03  1.401412E-03  1.208397E-03  1.446226E-03 
   10 4  6.428571E-03  1.410132E-03  1.297298E-03  1.356789E-03 
   11 4  7.142857E-03  1.418372E-03  1.178803E-03  1.272817E-03 
   12 4  7.857143E-03  1.426122E-03  1.194030E-03  1.194030E-03 
   13 4  8.571428E-03  1.433373E-03  1.007244E-03  1.120176E-03 
   14 4  9.285714E-03  1.440118E-03  8.992372E-04  1.051017E-03 
   15 4  1.000000E-02  1.446349E-03  7.814326E-04  9.863338E-04 
   16 4  1.071429E-02  1.452059E-03  5.785697E-04  9.259246E-04 
   17 4  1.142857E-02  1.457242E-03  3.631009E-04  8.696036E-04 
   18 4  1.214286E-02  1.461892E-03  3.016192E-04  8.171976E-04 
   19 4  1.285714E-02  1.466004E-03  2.227479E-04  7.685495E-04 
   20 4  1.357143E-02  1.469572E-03  2.264478E-04  7.235104E-04 
   21 4  1.428571E-02  1.472595E-03  2.255897E-04  6.819465E-04 
   22 4  1.500000E-02  1.475067E-03  2.080317E-04  6.437326E-04 
   23 4  1.571429E-02  1.476985E-03  2.530137E-04  6.087532E-04 
   24 4  1.642857E-02  1.478349E-03  2.832295E-04  5.769049E-04 
   25 4  1.714286E-02  1.479156E-03  2.676911E-04  5.480881E-04 
   26 4  1.785714E-02  1.479405E-03  2.326979E-04  5.222165E-04 
   27 4  1.857143E-02  1.479097E-03  2.706731E-04  4.992080E-04 
   28 4  1.928571E-02  1.478230E-03  3.270266E-04  4.789901E-04 
   29 4  2.000000E-02  1.476807E-03  2.812543E-04  4.614946E-04 
   30 4  2.071428E-02  1.474830E-03  2.734741E-04  4.466610E-04 
   31 4  2.142857E-02  1.472299E-03  3.514956E-04  4.344371E-04 
   32 4  2.214286E-02  1.469219E-03  3.792938E-04  4.247720E-04 
   33 4  2.285714E-02  1.465591E-03  3.578370E-04  4.176269E-04 
   34 4  2.357143E-02  1.461422E-03  4.129617E-04  4.129617E-04 
   35 4  2.428572E-02  1.456715E-03  3.951289E-04  4.107470E-04 
   36 4  2.500000E-02  1.451476E-03  3.743860E-04  4.109555E-04 
   37 4  2.571429E-02  1.445710E-03  3.737495E-04  4.135665E-04 
   38 4  2.642857E-02  1.439424E-03  3.789441E-04  4.185635E-04 
   39 4  2.714286E-02  1.432624E-03  4.007072E-04  4.259374E-04 
   40 4  2.785714E-02  1.425320E-03  3.660311E-04  4.356805E-04 
   41 4  2.857143E-02  1.417518E-03  4.017634E-04  4.477921E-04 
   42 4  2.928571E-02  1.409226E-03  4.233361E-04  4.622784E-04 
   43 4  3.000000E-02  1.400456E-03  4.170499E-04  4.791473E-04 
   44 4  3.071429E-02  1.391214E-03  4.137227E-04  4.984152E-04 
   45 4  3.142857E-02  1.381513E-03  3.989124E-04  5.201010E-04 
   46 4  3.214286E-02  1.371362E-03  3.669632E-04  5.442309E-04 
   47 4  3.285714E-02  1.360772E-03  3.876865E-04  5.708373E-04 
   48 4  3.357143E-02  1.349755E-03  3.464330E-04  4.903626E-04 
   49 4  3.428571E-02  1.338322E-03  3.527867E-04  4.242840E-04 
   50 4  3.500000E-02  1.326486E-03  3.270783E-04  3.702707E-04 
   51 4  3.571429E-02  1.314258E-03  3.168925E-04  3.264468E-04 
   52 4  3.642857E-02  1.301652E-03  2.912554E-04  2.912554E-04 
   53 4  3.714286E-02  1.288681E-03  2.617536E-04  2.634253E-04 
   54 4  3.785714E-02  1.275358E-03  2.418950E-04  2.418950E-04 
   55 4  3.857143E-02  1.261697E-03  2.022928E-04  2.257699E-04 
   56 4  3.928572E-02  1.247711E-03  1.691476E-04  2.143007E-04 
   57 4  4.000000E-02  1.233415E-03  1.595586E-04  2.068471E-04 
   58 4  4.071429E-02  1.218823E-03  1.125156E-04  2.028589E-04 
