
 ;spi/dat 09-JAN-2014 AT 14:12  hdd_doc.dat

    1 2   1.00000       20.0000     
    2 2   1.77778       5.00000     
    3 2   2.55556       5.00000     
    4 2   3.33333       10.0000     
    5 2   4.11111       0.00000     
    6 2   4.88889       10.0000     
    7 2   5.66667       10.0000     
    8 2   6.44444       10.0000     
    9 2   7.22222       0.00000     
   10 2   8.00000       10.0000     
