 ;spi/dat   26-MAY-2016 AT 11:26:52   docsep_001.dat
 ; KEY       PSI,    THE,    PHI
    1 8   0.00000       20.4196       148.733       1.00000      -46.5840       2.78859       1.47903       1.00000     
    9 8   0.00000       110.970       70.5597       9.00000      -14.8730      0.310484      -5.10029       1.00000     
   12 8   0.00000       147.840      -16.9339       12.0000      -24.0030       7.61041       0.00000       1.00000     
