
 ;spi/dat   13-JAN-2014 AT 10:40:39   pdbpts_doc.dat

  189 7   50.2840       19.7550       30.8370       130600.       41.6200       30011.0       0.00000     
  190 7   51.0710       19.8340       29.8940       130800.       41.6200       30011.0       0.00000     
  191 7   47.8840       20.5520       30.6950       130602.       71.8100       30011.0       0.00000     
  192 7   47.9380       21.4920       29.4970       130608.       71.8100       30011.0       0.00000     
  193 7   49.0460       22.5300       29.5980       130605.       71.8100       30011.0       0.00000     
  194 7   49.2620       23.2780       28.6170       130802.       71.8100       30011.0       0.00000     
  195 7   49.6970       22.6070       30.6610       130803.       71.8100       30011.0       0.00000     
  196 7   50.6460       20.0070       32.0870       90700.0       35.4100       31011.0       0.00000     
  197 7   52.0100       20.3980       32.4070       90601.0       35.4100       31011.0       0.00000     
  198 7   52.9940       19.2620       32.1130       90600.0       35.4100       31011.0       0.00000     
  199 7   54.1680       19.5050       31.8350       90800.0       35.4100       31011.0       0.00000     
  200 7   52.1120       20.8140       33.8770       90602.0       45.0700       31011.0       0.00000     
  201 7   51.4920       22.1700       34.1990       90608.0       45.0700       31011.0       0.00000     
  202 7   52.2590       23.3250       33.5630       90605.0       45.0700       31011.0       0.00000     
  203 7   51.8530       23.5890       32.1820       90703.0       45.0700       31011.0       0.00000     
  204 7   52.4230       24.4960       31.3860       90611.0       45.0700       31011.0       0.00000     
  205 7   53.4330       25.2360       31.8220       90701.0       45.0700       31011.0       0.00000     
  206 7   51.9770       24.6740       30.1510       90702.0       45.0700       31011.0       0.00000     
  207 7   52.5240       18.0200       32.1830       200700.       36.5400       32011.0       0.00000     
  208 7   53.3940       16.8990       31.8890       200601.       36.5400       32011.0       0.00000     
  209 7   53.6930       16.9580       30.4020       200600.       36.5400       32011.0       0.00000     
  210 7   54.8540       16.9000       29.9890       200800.       36.5400       32011.0       0.00000     
  211 7   52.7280       15.5380       32.2610       200602.       18.9800       32011.0       0.00000     
  212 7   52.8340       15.3310       33.7770       200608.       18.9800       32011.0       0.00000     
  213 7   53.3800       14.3650       31.4720       200608.       18.9800       32011.0       0.00000     
  214 7   52.5760       13.9140       34.2510       200605.       18.9800       32011.0       0.00000     
  215 7   52.6360       17.0940       29.6030       10700.0       45.9500       33011.0       0.00000     
  216 7   52.7630       17.1650       28.1470       10601.0       45.9500       33011.0       0.00000     
  217 7   53.6360       18.3340       27.7110       10600.0       45.9500       33011.0       0.00000     
  218 7   54.3330       18.2570       26.6960       10800.0       45.9500       33011.0       0.00000     
  219 7   51.3790       17.2820       27.5010       10602.0       28.4300       33011.0       0.00000     
  220 7   50.6790       16.0000       27.0400       10608.0       28.4300       33011.0       0.00000     
  221 7   51.4290       14.7610       27.5170       10605.0       28.4300       33011.0       0.00000     
  222 7   49.2540       16.0090       27.5610       10605.0       28.4300       33011.0       0.00000     
  223 7   53.5900       19.4180       28.4790       150700.       37.3100       34011.0       0.00000     
  224 7   54.3950       20.5810       28.1660       150601.       37.3100       34011.0       0.00000     
  225 7   55.8710       20.2640       28.3490       150600.       37.3100       34011.0       0.00000     
  226 7   56.6480       20.3540       27.4040       150800.       37.3100       34011.0       0.00000     
  227 7   54.0370       21.7660       29.0550       150602.       53.7700       34011.0       0.00000     
  228 7   55.0380       22.8810       28.9060       150608.       53.7700       34011.0       0.00000     
  229 7   55.3000       23.4290       27.6580       150605.       53.7700       34011.0       0.00000     
  230 7   55.7710       23.3450       29.9960       150605.       53.7700       34011.0       0.00000     
  231 7   56.2690       24.4050       27.4900       150603.       53.7700       34011.0       0.00000     
  232 7   56.7480       24.3290       29.8400       150604.       53.7700       34011.0       0.00000     
  233 7   56.9950       24.8540       28.5790       150611.       53.7700       34011.0       0.00000     
  234 7   57.9800       25.8040       28.3850       150801.       53.7700       34011.0       0.00000     
  235 7   56.2560       19.9000       29.5650       150700.       36.5200       35011.0       0.00000     
  236 7   57.6440       19.5770       29.8460       150601.       36.5200       35011.0       0.00000     
  237 7   58.1950       18.4820       28.9460       150600.       36.5200       35011.0       0.00000     
  238 7   59.2740       18.6360       28.3830       150800.       36.5200       35011.0       0.00000     
  239 7   57.8230       19.1700       31.3090       150602.       39.3800       35011.0       0.00000     
  240 7   57.8830       20.3430       32.2490       150608.       39.3800       35011.0       0.00000     
  241 7   56.7770       20.7180       33.0070       150605.       39.3800       35011.0       0.00000     
  242 7   59.0410       21.1020       32.3530       150605.       39.3800       35011.0       0.00000     
  243 7   56.8280       21.8240       33.8490       150603.       39.3800       35011.0       0.00000     
  244 7   59.1080       22.2040       33.1830       150604.       39.3800       35011.0       0.00000     
  245 7   58.0040       22.5610       33.9290       150611.       39.3800       35011.0       0.00000     
  246 7   58.0950       23.6470       34.7700       150801.       39.3800       35011.0       0.00000     
  247 7   57.4690       17.3800       28.8060       20700.0       35.0800       36011.0       0.00000     
  248 7   57.9440       16.3000       27.9580       20601.0       35.0800       36011.0       0.00000     
  249 7   57.9030       16.7430       26.5100       20600.0       35.0800       36011.0       0.00000     
  250 7   58.6470       16.2350       25.6720       20800.0       35.0800       36011.0       0.00000     
  251 7   57.0830       15.0450       28.1100       20602.0       32.5100       36011.0       0.00000     
  252 7   55.7440       15.3330       27.6990       20804.0       32.5100       36011.0       0.00000     
  253 7   57.0790       14.5840       29.5570       20608.0       32.5100       36011.0       0.00000     
  254 7   57.0390       17.7070       26.2210       30700.0       42.5600       37011.0       0.00000     
  255 7   56.9070       18.1960       24.8640       30601.0       42.5600       37011.0       0.00000     
  256 7   58.0260       19.0760       24.3320       30600.0       42.5600       37011.0       0.00000     
  257 7   58.0330       19.4080       23.1440       30800.0       42.5600       37011.0       0.00000     
  258 7   58.9730       19.4590       25.1870       90700.0       46.5900       38011.0       0.00000     
  259 7   60.0810       20.3130       24.7590       90601.0       46.5900       38011.0       0.00000     
  260 7   61.2930       19.5050       24.3080       90600.0       46.5900       38011.0       0.00000     
  261 7   62.0170       18.9150       25.1140       90800.0       46.5900       38011.0       0.00000     
  262 7   60.4620       21.2640       25.8850       90602.0       51.4000       38011.0       0.00000     
  263 7   59.2800       22.0720       26.3760       90608.0       51.4000       38011.0       0.00000     
  264 7   59.7030       23.1090       27.3800       90605.0       51.4000       38011.0       0.00000     
  265 7   60.5370       22.5270       28.4170       90703.0       51.4000       38011.0       0.00000     
  266 7   60.8650       23.1490       29.5430       90611.0       51.4000       38011.0       0.00000     
  267 7   60.4240       24.3810       29.7850       90701.0       51.4000       38011.0       0.00000     
  268 7   61.6370       22.5350       30.4300       90702.0       51.4000       38011.0       0.00000     
  269 7   61.5070       19.5070       23.0000       200700.       58.7100       39011.0       0.00000     
  270 7   62.5920       18.7650       22.3800       200601.       58.7100       39011.0       0.00000     
  271 7   63.3370       19.6180       21.3410       200600.       58.7100       39011.0       0.00000     
  272 7   64.3680       19.2090       20.7910       200800.       58.7100       39011.0       0.00000     
  273 7   62.0150       17.5130       21.7020       200602.       38.8400       39011.0       0.00000     
  274 7   60.9830       17.9360       20.6440       200608.       38.8400       39011.0       0.00000     
  275 7   61.3460       16.6300       22.7470       200608.       38.8400       39011.0       0.00000     
  276 7   60.2530       16.7910       19.9770       200605.       38.8400       39011.0       0.00000     
  277 7   42.5760       10.3410       24.7690       70700.0       43.0100       68011.0       0.00000     
  278 7   42.1080       9.09200       25.3850       70601.0       43.0100       68011.0       0.00000     
  279 7   43.3260       8.41800       25.9480       70600.0       43.0100       68011.0       0.00000     
  280 7   43.2650       7.69900       26.9380       70800.0       43.0100       68011.0       0.00000     
  281 7   41.4680       8.20100       24.3610       70602.0       40.5800       68011.0       0.00000     
  282 7   44.4330       8.63700       25.2570       50700.0       33.9200       69011.0       0.00000     
  283 7   45.7290       8.14700       25.6600       50601.0       33.9200       69011.0       0.00000     
  284 7   46.7000       8.95000       24.8270       50600.0       33.9200       69011.0       0.00000     
  285 7   46.7870       8.80400       23.6150       50800.0       33.9200       69011.0       0.00000     
  286 7   45.8940       6.62700       25.4260       50602.0       35.3300       69011.0       0.00000     
  287 7   45.2750       6.23200       24.1340       50608.0       35.3300       69011.0       0.00000     
  288 7   47.3730       6.25300       25.4490       50608.0       35.3300       69011.0       0.00000     
  289 7   47.3840       9.85600       25.5010       20700.0       41.1600       70011.0       0.00000     
  290 7   48.3660       10.7150       24.8730       20601.0       41.1600       70011.0       0.00000     
  291 7   49.7240       10.1670       25.2690       20600.0       41.1600       70011.0       0.00000     
  292 7   49.9340       9.80800       26.4260       20800.0       41.1600       70011.0       0.00000     
  293 7   48.2130       12.1520       25.3730       20602.0       37.5900       70011.0       0.00000     
  294 7   46.8990       12.6210       25.0520       20804.0       37.5900       70011.0       0.00000     
  295 7   49.2380       13.0500       24.7330       20608.0       37.5900       70011.0       0.00000     
  296 7   50.6350       10.0880       24.3080       20700.0       39.5600       71011.0       0.00000     
  297 7   51.9600       9.55300       24.5660       20601.0       39.5600       71011.0       0.00000     
  298 7   52.9640       10.6840       24.6770       20600.0       39.5600       71011.0       0.00000     
  299 7   52.6800       11.8130       24.2790       20800.0       39.5600       71011.0       0.00000     
  300 7   52.4060       8.61800       23.4360       20602.0       39.7900       71011.0       0.00000     
  301 7   53.4440       7.75500       23.9110       20804.0       39.7900       71011.0       0.00000     
  302 7   52.9410       9.42900       22.2620       20608.0       39.7900       71011.0       0.00000     
  303 7   54.1330       10.3710       25.2240       160700.       34.8700       72011.0       0.00000     
  304 7   55.2010       11.3450       25.3820       160601.       34.8700       72011.0       0.00000     
  305 7   56.4530       10.6430       25.8930       160600.       34.8700       72011.0       0.00000     
  306 7   56.3930       9.49100       26.3370       160800.       34.8700       72011.0       0.00000     
  307 7   54.7870       12.4540       26.3530       160602.       29.5300       72011.0       0.00000     
  308 7   54.4110       11.9090       28.0220       161601.       29.5300       72011.0       0.00000     
  309 7   57.5900       11.3260       25.8160       60700.0       34.4300       73011.0       0.00000     
  310 7   58.8400       10.7400       26.2820       60601.0       34.4300       73011.0       0.00000     
  311 7   59.4800       11.5650       27.3700       60600.0       34.4300       73011.0       0.00000     
  312 7   59.3370       12.7880       27.4170       60800.0       34.4300       73011.0       0.00000     
  313 7   59.8480       10.5880       25.1450       60602.0       43.3000       73011.0       0.00000     
  314 7   59.3400       9.78600       23.9920       60608.0       43.3000       73011.0       0.00000     
  315 7   58.5490       10.3760       23.0150       60605.0       43.3000       73011.0       0.00000     
  316 7   59.6330       8.43200       23.8930       60605.0       43.3000       73011.0       0.00000     
  317 7   58.0540       9.63400       21.9570       60603.0       43.3000       73011.0       0.00000     
  318 7   59.1410       7.67700       22.8360       60604.0       43.3000       73011.0       0.00000     
  319 7   58.3490       8.28100       21.8650       60611.0       43.3000       73011.0       0.00000     
  320 7   60.1870       10.8700       28.2460       60700.0       23.7900       74011.0       0.00000     
  321 7   60.8890       11.5070       29.3280       60601.0       23.7900       74011.0       0.00000     
  322 7   62.0630       10.6310       29.7310       60600.0       23.7900       74011.0       0.00000     
  323 7   61.9060       9.42900       29.9670       60800.0       23.7900       74011.0       0.00000     
  324 7   59.9610       11.7310       30.5180       60602.0       24.3500       74011.0       0.00000     
  325 7   60.6050       12.5380       31.6100       60608.0       24.3500       74011.0       0.00000     
  326 7   61.1190       12.0700       32.7880       60605.0       24.3500       74011.0       0.00000     
  327 7   60.8430       13.9530       31.6040       60605.0       24.3500       74011.0       0.00000     
  328 7   61.6600       13.1010       33.5150       60703.0       24.3500       74011.0       0.00000     
  329 7   61.5050       14.2710       32.8140       60604.0       24.3500       74011.0       0.00000     
  330 7   60.5640       14.9870       30.6900       60600.0       24.3500       74011.0       0.00000     
  331 7   61.8930       15.5850       33.1380       60611.0       24.3500       74011.0       0.00000     
  332 7   60.9530       16.2880       31.0100       60611.0       24.3500       74011.0       0.00000     
  333 7   61.6090       16.5730       32.2270       60600.0       24.3500       74011.0       0.00000     
  334 7   63.2430       11.2410       29.7850       80700.0       27.4800       75011.0       0.00000     
