
    1 2   584.870       2923.40     
    2 2   609.640       2456.40     
    3 2   253.930       2321.60     
    4 2   395.320       2115.30     
    5 2   468.150       2232.30     
    6 2   191.630       3129.40     
    7 2   236.250       4271.20     
    8 2   309.640       2458.40     
    9 2   436.250       2685.60     
   10 2   518.700       1809.00     
