 ;spi/dat   26-MAY-2016 AT 11:26:52   docsep_002.dat
 ; KEY       PSI,    THE,    PHI
   84 8   0.00000       8.75742       33.9197       1784.00      -149.900       4.11233       1.09459       2.00000     
 1786 8   0.00000       122.118       59.8965       1786.00      0.185000       6.96817      -7.03170       2.00000     
 1789 8   0.00000       57.5519      -25.0837       1789.00      -144.047       11.2480       10.3831       2.00000     
 1790 8   0.00000       111.608       59.1964       1790.00      -89.4960      -2.94695       5.01697       2.00000     
 1794 8   0.00000       171.716      -23.2744       1794.00       87.0780      -2.95469      -1.14298       2.00000     
 1795 8   0.00000       135.524       1.68476       1795.00      -26.0730       5.76718      -4.98123       2.00000     
