
 ;spi/dat   23-MAY-2013 AT 15:12:09   hid_doc.dat
    1 2 -9.227105E-02   2.00000     
    2 2 -9.116992E-02   6.00000     
    3 2 -9.006877E-02   9.00000     
    4 2 -8.896764E-02   3.00000     
    5 2 -8.786650E-02   12.0000     
    6 2 -8.676536E-02   12.0000     
    7 2 -8.566422E-02   19.0000     
    8 2 -8.456308E-02   17.0000     
    9 2 -8.346194E-02   19.0000     
   10 2 -8.236080E-02   31.0000     
   11 2 -8.125967E-02   27.0000     
   12 2 -8.015852E-02   29.0000     
   13 2 -7.905739E-02   30.0000     
   14 2 -7.795624E-02   33.0000     
   15 2 -7.685511E-02   40.0000     
   16 2 -7.575397E-02   52.0000     
   17 2 -7.465284E-02   47.0000     
   18 2 -7.355169E-02   62.0000     
   19 2 -7.245056E-02   59.0000     
   20 2 -7.134941E-02   53.0000     
   21 2 -7.024828E-02   76.0000     
   22 2 -6.914714E-02   54.0000     
   23 2 -6.804600E-02   76.0000     
   24 2 -6.694486E-02   70.0000     
   25 2 -6.584372E-02   85.0000     
   26 2 -6.474258E-02   80.0000     
   27 2 -6.364144E-02   94.0000     
   28 2 -6.254031E-02   81.0000     
   29 2 -6.143917E-02   79.0000     
   30 2 -6.033803E-02   85.0000     
   31 2 -5.923689E-02   84.0000     
   32 2 -5.813575E-02   80.0000     
   33 2 -5.703461E-02   77.0000     
   34 2 -5.593347E-02   69.0000     
   35 2 -5.483234E-02   58.0000     
   36 2 -5.373120E-02   64.0000     
   37 2 -5.263006E-02   54.0000     
   38 2 -5.152892E-02   63.0000     
   39 2 -5.042778E-02   45.0000     
   40 2 -4.932664E-02   60.0000     
   41 2 -4.822550E-02   57.0000     
   42 2 -4.712436E-02   45.0000     
   43 2 -4.602322E-02   46.0000     
   44 2 -4.492208E-02   36.0000     
   45 2 -4.382095E-02   30.0000     
   46 2 -4.271981E-02   35.0000     
   47 2 -4.161867E-02   28.0000     
   48 2 -4.051753E-02   403.000     
   49 2 -3.941639E-02   15.0000     
   50 2 -3.831525E-02   18.0000     
   51 2 -3.721412E-02   17.0000     
   52 2 -3.611298E-02   8.00000     
   53 2 -3.501184E-02   20.0000     
   54 2 -3.391070E-02   24.0000     
   55 2 -3.280956E-02   14.0000     
   56 2 -3.170842E-02   25.0000     
   57 2 -3.060728E-02   20.0000     
   58 2 -2.950614E-02   19.0000     
   59 2 -2.840500E-02   16.0000     
   60 2 -2.730387E-02   22.0000     
   61 2 -2.620272E-02   19.0000     
   62 2 -2.510159E-02   18.0000     
   63 2 -2.400045E-02   20.0000     
   64 2 -2.289931E-02   22.0000     
   65 2 -2.179817E-02   20.0000     
   66 2 -2.069703E-02   13.0000     
   67 2 -1.959589E-02   17.0000     
   68 2 -1.849476E-02   26.0000     
   69 2 -1.739362E-02   15.0000     
   70 2 -1.629248E-02   12.0000     
   71 2 -1.519134E-02   26.0000     
   72 2 -1.409020E-02   11.0000     
   73 2 -1.298906E-02   19.0000     
   74 2 -1.188792E-02   17.0000     
   75 2 -1.078679E-02   17.0000     
   76 2 -9.685643E-03   15.0000     
