    1 3   215.262      3.647965E-02 -0.249669     
    2 3   214.202     -1.618624E-02 -0.111098     
    3 3   319.551     -0.113540     -0.197838     
    4 3   313.466     -4.615837E-02 -0.185762     
    5 3   240.361      2.959725E-02 -0.189988     
    6 3   1.12122     -1.980996E-02 -0.117238     
    7 3   68.9550     -3.043151E-02 -8.012557E-02 
    8 3   176.031      1.529629E-02 -8.655757E-02 
    9 3   277.224     -3.355681E-02 -0.188005     
   10 3   248.840     -4.469074E-02 -0.184740     
   11 3   131.726     -0.185711     -0.304195     
   12 3   1.33728     -0.184600     -0.174116     
   13 3   246.035     -1.518726E-03 -0.214916     
   14 3   284.863     -0.188540     -0.289883     
   15 3   337.668     -6.995799E-02 -0.276430     
   16 3   67.1080     -0.187768     -0.235630     
   17 3   324.551     -8.422625E-02 -0.277971     
   18 3   352.912     -0.188796     -0.468065     
   19 3   144.248     -0.186237     -0.227097     
   20 3   168.814     -0.105443     -0.232993     
   21 3   215.498     -2.904820E-02 -0.184687     
   22 3   202.801      4.662538E-02 -4.532337E-04 
   23 3   62.2347     -0.161939     -0.129842     
   24 3   120.961     -7.041931E-02 -0.118599     
   25 3   340.453     -0.124060     -0.228313     
   26 3   315.354     -4.392027E-02 -0.200327     
   27 3   262.157      9.946680E-02 -8.581233E-02 
   28 3   98.9716     -0.141989      1.449327E-02 
   29 3   15.8565     -9.946835E-02 -5.544615E-02 
   30 3   157.797      7.468939E-03 -9.952283E-02 
   31 3   71.2838     -0.278386     -0.265826     
   32 3   211.690     -0.152416     -0.342234     
   33 3   314.468     -0.101668     -0.256086     
   34 3   193.144     -7.051373E-02 -0.248079     
   35 3   355.241     -0.208351     -0.221634     
   36 3   189.655     -0.178252     -0.292855     
   37 3   285.215     -6.670117E-02 -0.273152     
   38 3   79.4895     -0.195954     -0.193876     
   39 3   25.8119     -0.272303     -0.328619     
   40 3   345.642     -0.143058     -0.312322     
   41 3   69.0550     -1.096964E-02 -0.134132     
   42 3   256.113     -4.010795E-02 -0.188361     
   43 3   162.030     -6.710315E-02 -0.173433     
   44 3   316.525     -0.137898     -0.260129     
   45 3   312.374     -0.264511     -0.408660     
   46 3   256.244     -1.877087E-02 -0.213681     
   47 3   324.998     -0.120838     -0.206175     
   48 3   305.109     -3.143263E-02 -0.292444     
   49 3   228.041     -0.245709     -0.383592     
   50 3   257.745     -9.956744E-02 -0.304747     
   51 3   108.039     -0.336056     -0.334971     
   52 3   359.847     -0.271912     -0.342057     
   53 3   96.8642     -0.222090     -0.292918     
   54 3   319.713     -0.275833     -0.423287     
   55 3   134.038     -0.327784     -0.425924     
   56 3   8.32977     -0.420465     -0.520684     
   57 3   162.665     -0.198093     -0.330036     
   58 3   304.719     -0.174311     -0.471125     
   59 3   87.8138     -0.253303     -0.257025     
   60 3   103.930     -0.273774     -0.323103     
   61 3   54.7399     -0.160923     -0.201604     
   62 3   30.9268     -0.155249     -0.244152     
   63 3   268.603     -0.200247     -0.237043     
   64 3   241.505     -5.317646E-02 -0.377982     
   65 3   20.3264     -1.380992E-02 -0.114139     
   66 3   179.622     -2.764076E-02 -0.225520     
   67 3   37.2077     -0.178926     -0.223452     
   68 3   155.382     -2.204418E-03 -0.208350     
   69 3   169.784     -1.731330E-02 -0.244735     
   70 3   74.8714     -0.609469     -0.463443     
   71 3   278.199     -0.136620     -0.371028     
   72 3   100.534     -0.255339     -0.244891     
   73 3   21.7654     -0.304179     -0.423653     
   74 3   226.621     -0.212252     -0.310203     
   75 3   0.00000     -9.499741E-02 -0.188725     
   76 3   96.3596     -0.275465     -0.370421     
   77 3   4.95117     -0.325808     -0.535909     
   78 3   203.893     -0.331775     -0.343169     
   79 3   325.372     -0.377007     -0.616852     
   80 3   16.5924     -0.352525     -0.508895     
