 ;spi/dat   21-JAN-2014 AT 09:20:13   tfed_noise.dat
 ;   Spa. freq.(1/A), Back. noise, Back. subtr. PS,  Env(f)**2
    1 4   0.00000      2.656475E-03  6.693625E-04  1.932475E-02 
    2 4  7.142857E-04  2.981619E-03  3.442192E-04  1.728983E-02 
    3 4  1.428571E-03  3.325838E-03   0.00000      1.545485E-02 
    4 4  2.142857E-03  3.686825E-03  1.589993E-03  1.379278E-02 
    5 4  2.857143E-03  4.061691E-03  1.116243E-02  1.228182E-02 
    6 4  3.571429E-03  4.446965E-03  1.090460E-02  1.090460E-02 
    7 4  4.285714E-03  4.838638E-03  9.540103E-03  9.647530E-03 
    8 4  5.000000E-03  5.232210E-03  7.375167E-03  8.500237E-03 
    9 4  5.714286E-03  5.622763E-03  5.215329E-03  7.455073E-03 
   10 4  6.428571E-03  6.005060E-03  3.834704E-03  6.506675E-03 
   11 4  7.142857E-03  6.373635E-03  3.212372E-03  5.651574E-03 
   12 4  7.857143E-03  6.722950E-03  3.091060E-03  4.887827E-03 
   13 4  8.571428E-03  7.047503E-03  2.805778E-03  4.214707E-03 
   14 4  9.285714E-03  7.341979E-03  2.678126E-03  3.632391E-03 
   15 4  1.000000E-02  7.601401E-03  2.411185E-03  3.141683E-03 
   16 4  1.071429E-02  7.821263E-03  2.365340E-03  2.743798E-03 
   17 4  1.142857E-02  7.997653E-03  2.189566E-03  2.440140E-03 
   18 4  1.214286E-02  8.127391E-03  2.185183E-03  2.232113E-03 
   19 4  1.285714E-02  8.208092E-03  2.121013E-03  2.121013E-03 
   20 4  1.357143E-02  8.238269E-03  2.030637E-03  2.107911E-03 
   21 4  1.428571E-02  8.217358E-03  1.940613E-03  2.193607E-03 
   22 4  1.500000E-02  8.145754E-03  1.843370E-03  2.378600E-03 
   23 4  1.571429E-02  8.024775E-03  1.744129E-03  2.010965E-03 
   24 4  1.642857E-02  7.856646E-03  1.726742E-03  1.744310E-03 
   25 4  1.714286E-02  7.644413E-03  1.568076E-03  1.568076E-03 
   26 4  1.785714E-02  7.391857E-03  1.390624E-03  1.472194E-03 
   27 4  1.857143E-02  7.103393E-03  1.165053E-03  1.446956E-03 
   28 4  1.928571E-02  6.783919E-03  8.830177E-04  1.482983E-03 
   29 4  2.000000E-02  6.438699E-03  5.396730E-04  1.571194E-03 
   30 4  2.071428E-02  6.073207E-03  3.056843E-04  1.702874E-03 
   31 4  2.142857E-02  5.692997E-03  7.158890E-05  1.869673E-03 
   32 4  2.214286E-02  5.303544E-03   0.00000      2.063727E-03 
   33 4  2.285714E-02  4.910144E-03   0.00000      2.277674E-03 
   34 4  2.357143E-02  4.517778E-03  2.314216E-04  2.504740E-03 
   35 4  2.428572E-02  4.131027E-03  6.407816E-04  2.738785E-03 
   36 4  2.500000E-02  3.753998E-03  1.191113E-03  2.974358E-03 
   37 4  2.571429E-02  3.390257E-03  1.807993E-03  3.206707E-03 
   38 4  2.642857E-02  3.042803E-03  2.476499E-03  3.431801E-03 
   39 4  2.714286E-02  2.714048E-03  3.076948E-03  3.646316E-03 
   40 4  2.785714E-02  2.405825E-03  3.567350E-03  3.839512E-03 
   41 4  2.857143E-02  2.119401E-03  3.957409E-03  4.030369E-03 
   42 4  2.928571E-02  1.855516E-03  4.203373E-03  4.203373E-03 
   43 4  3.000000E-02  1.614430E-03  4.275069E-03  4.357981E-03 
   44 4  3.071429E-02  1.395970E-03  4.180677E-03  4.494107E-03 
   45 4  3.142857E-02  1.199598E-03  4.042890E-03  4.612042E-03 
   46 4  3.214286E-02  1.024467E-03  3.897630E-03  4.712400E-03 
   47 4  3.285714E-02  4.521841E-03  1.529381E-04  1.143706E-03 
   48 4  3.357143E-02  4.513956E-03   0.00000      1.083525E-03 
   49 4  3.428571E-02  4.504910E-03  1.085037E-05  1.027570E-03 
   50 4  3.500000E-02  4.494864E-03  1.769094E-04  9.755050E-04 
   51 4  3.571429E-02  4.483963E-03  4.090513E-04  9.270199E-04 
   52 4  3.642857E-02  4.472345E-03  6.375303E-04  8.818214E-04 
   53 4  3.714286E-02  4.460129E-03  7.818174E-04  8.396464E-04 
   54 4  3.785714E-02  4.447431E-03  7.988568E-04  8.002450E-04 
   55 4  3.857143E-02  4.434351E-03  7.031881E-04  7.633884E-04 
   56 4  3.928572E-02  4.420976E-03  4.884941E-04  7.288684E-04 
   57 4  4.000000E-02  4.407389E-03  2.591694E-04  6.964905E-04 
   58 4  4.071429E-02  4.393662E-03  7.808767E-05  6.660749E-04 
   59 4  4.142857E-02  4.379856E-03   0.00000      6.374614E-04 
   60 4  4.214286E-02  4.366030E-03  7.239543E-05  6.104959E-04 
