    1 3   215.262      3.712815E-02 -0.247567     
    2 3   214.202     -1.553774E-02 -0.108996     
    3 3   319.551     -0.112892     -0.195736     
    4 3   313.466     -4.550987E-02 -0.183660     
    5 3   240.361      3.024575E-02 -0.187886     
    6 3   1.12122     -1.916146E-02 -0.115136     
    7 3   68.9550     -2.978301E-02 -7.802367E-02 
    8 3   176.031      1.594479E-02 -8.445567E-02 
    9 3   277.224     -3.290831E-02 -0.185903     
   10 3   248.840     -4.404224E-02 -0.182638     
   11 3   131.726     -0.185062     -0.302093     
   12 3   1.33728     -0.183951     -0.172014     
   13 3   246.035     -8.702278E-04 -0.212815     
   14 3   284.863     -0.187891     -0.287781     
   15 3   337.668     -6.930949E-02 -0.274328     
   16 3   67.1080     -0.187120     -0.233528     
   17 3   324.551     -8.357775E-02 -0.275869     
   18 3   352.912     -0.188148     -0.465963     
   19 3   144.248     -0.185588     -0.224995     
   20 3   168.814     -0.104794     -0.230891     
   21 3   215.498     -2.839971E-02 -0.182585     
   22 3   202.801      4.727387E-02  1.648664E-03 
   23 3   62.2347     -0.161291     -0.127740     
   24 3   120.961     -6.977081E-02 -0.116497     
   25 3   340.453     -0.123411     -0.226211     
   26 3   315.354     -4.327177E-02 -0.198225     
   27 3   262.157      0.100115     -8.371043E-02 
   28 3   98.9716     -0.141340      1.659517E-02 
   29 3   15.8565     -9.881985E-02 -5.334425E-02 
   30 3   157.797      8.117437E-03 -9.742093E-02 
   31 3   71.2838     -0.277737     -0.263724     
   32 3   211.690     -0.151767     -0.340132     
   33 3   314.468     -0.101019     -0.253984     
   34 3   193.144     -6.986523E-02 -0.245977     
   35 3   355.241     -0.207703     -0.219532     
   36 3   189.655     -0.177604     -0.290753     
   37 3   285.215     -6.605268E-02 -0.271050     
   38 3   79.4895     -0.195306     -0.191774     
   39 3   25.8119     -0.271655     -0.326517     
   40 3   345.642     -0.142410     -0.310221     
   41 3   69.0550     -1.032114E-02 -0.132030     
   42 3   256.113     -3.945946E-02 -0.186260     
   43 3   162.030     -6.645465E-02 -0.171331     
   44 3   316.525     -0.137249     -0.258027     
   45 3   312.374     -0.263863     -0.406558     
   46 3   256.244     -1.812238E-02 -0.211579     
   47 3   324.998     -0.120189     -0.204073     
   48 3   305.109     -3.078413E-02 -0.290342     
   49 3   228.041     -0.245061     -0.381490     
   50 3   257.745     -9.891894E-02 -0.302645     
   51 3   108.039     -0.335407     -0.332869     
   52 3   359.847     -0.271263     -0.339955     
   53 3   96.8642     -0.221441     -0.290816     
   54 3   319.713     -0.275184     -0.421185     
   55 3   134.038     -0.327135     -0.423822     
   56 3   8.32977     -0.419816     -0.518582     
   57 3   162.665     -0.197444     -0.327934     
   58 3   304.719     -0.173662     -0.469023     
   59 3   87.8138     -0.252654     -0.254923     
   60 3   103.930     -0.273125     -0.321001     
   61 3   54.7399     -0.160274     -0.199502     
   62 3   30.9268     -0.154600     -0.242050     
   63 3   268.603     -0.199599     -0.234942     
   64 3   241.505     -5.252796E-02 -0.375881     
   65 3   20.3264     -1.316142E-02 -0.112037     
   66 3   179.622     -2.699226E-02 -0.223418     
   67 3   37.2077     -0.178277     -0.221350     
   68 3   155.382     -1.555920E-03 -0.206248     
   69 3   169.784     -1.666480E-02 -0.242633     
   70 3   74.8714     -0.608821     -0.461341     
   71 3   278.199     -0.135971     -0.368926     
   72 3   100.534     -0.254691     -0.242790     
   73 3   21.7654     -0.303530     -0.421551     
   74 3   226.621     -0.211603     -0.308101     
   75 3   0.00000     -9.434891E-02 -0.186623     
   76 3   96.3596     -0.274817     -0.368319     
   77 3   4.95117     -0.325160     -0.533807     
   78 3   203.893     -0.331126     -0.341067     
   79 3   325.372     -0.376359     -0.614751     
   80 3   16.5924     -0.351877     -0.506793     
