
 ;spi/dat   19-FEB-2014 AT 10:00:20   mk_err_per_marker_doc.dat

 ;        TOTAL_ERROR
    1 1   2.95924     
    2 1   2.45111     
    3 1   8.24505     
    4 1   2.23297     
    5 1   2.77302     
    6 1   3.50809     

 ;        ERROR_PER_PT
 ;  1 1   4.36650    
