
    1 1   1.00000     
    2 1   191.000     
    3 1   236.000     
    4 1   253.000     
    5 1   309.000     
    6 1   395.000     
    7 1   436.000     
    8 1   468.000     
    9 1   518.000     
   10 1   584.000     
   11 1   609.000     
