 ;spi/dat   10-SEP-2012 AT 11:38:28   output/apsara_sa_doc_002.dat
    1 6   1.00000       122.344       180.103      -1.00000       0.00000       233.496     
    2 6   2.00000       272.813       209.675       0.00000       0.00000       220.373     
    3 6   3.00000       61.8750       163.868      -1.00000       0.00000       223.115     
    4 6   4.00000       32.3438       177.072      -1.00000       0.00000       236.655     
    5 6   5.00000       1.40625       165.114      -1.00000       0.00000       215.731     
    6 6   6.00000       151.875       163.904      -1.00000       0.00000       222.344     
    7 6   7.00000       302.344       176.338      -1.00000       0.00000       234.876     
    8 6   8.00000       272.813       209.675       0.00000       0.00000       219.451     
    9 6   9.00000       241.875       160.001      -1.00000       0.00000       221.449     
   10 6   10.0000       212.344       173.116      -1.00000       0.00000       237.474     
   11 6   11.0000       358.594       199.948      -1.00000      -1.00000       219.910     
   12 6   12.0000       147.656       160.621      -1.00000       0.00000       232.875     
   13 6   13.0000       118.125       171.723      -1.00000       0.00000       246.791     
   14 6   14.0000       88.5938       160.962      -1.00000       0.00000       219.146     
   15 6   15.0000       57.6563       158.522      -1.00000       0.00000       230.160     
   16 6   16.0000       28.1250       173.622      -1.00000       0.00000       242.693     
   17 6   17.0000       358.594       199.947      -1.00000      -1.00000       220.602     
   18 6   18.0000       327.656       155.465      -1.00000       0.00000       228.592     
   19 6   19.0000       298.125       165.396      -1.00000       0.00000       244.476     
   20 6   20.0000       268.594       159.010      -1.00000       0.00000       221.075     
   21 6   21.0000       240.469       155.633      -1.00000       0.00000       214.902     
   22 6   22.0000       210.938       169.614      -1.00000       0.00000       240.935     
   23 6   23.0000       0.00000       198.035       0.00000       0.00000       299.392     
   24 6   24.0000       150.469       160.903      -1.00000       0.00000       219.004     
   25 6   25.0000       120.938       173.460      -1.00000       0.00000       240.681     
   26 6   26.0000       270.000       158.655      -1.00000       0.00000       301.283     
   27 6   27.0000       60.4688       160.281      -1.00000       0.00000       215.652     
   28 6   28.0000       30.9375       174.246      -1.00000       0.00000       242.961     
   29 6   29.0000       0.00000       198.035       0.00000       0.00000       301.520     
   30 6   30.0000       330.469       159.732      -1.00000       0.00000       215.245     
   31 6   31.0000       298.125       177.680       0.00000       1.00000       267.549     
   32 6   32.0000       267.188       166.569       0.00000       1.00000       240.697     
   33 6   33.0000       237.656       166.930       0.00000       1.00000       245.208     
   34 6   34.0000       25.3125       200.962      -1.00000       0.00000       271.803     
   35 6   35.0000       355.781       198.464       0.00000       0.00000       255.715     
   36 6   36.0000       146.250       197.684      -1.00000       1.00000       253.755     
   37 6   37.0000       118.125       180.751       0.00000       1.00000       271.074     
   38 6   38.0000       267.188       166.569       0.00000       1.00000       239.106     
   39 6   39.0000       57.6563       166.129       0.00000       1.00000       250.290     
   40 6   40.0000       25.3125       200.961      -1.00000       0.00000       271.801     
