 ;spi/dat   10-SEP-2012 AT 11:38:32   output/apsara_sa_doc_005.dat
    1 6   1.00000       1.40625       132.909       0.00000       1.00000       178.891     
    2 6   2.00000       1.40625       125.822       0.00000       1.00000       172.861     
    3 6   3.00000       1.40625       123.867       0.00000       1.00000       170.704     
    4 6   4.00000       1.40625       133.995       0.00000       1.00000       178.050     
    5 6   5.00000       1.40625       128.156       0.00000       1.00000       165.595     
    6 6   6.00000       1.40625       125.791       0.00000       1.00000       175.602     
    7 6   7.00000       1.40625       136.534       0.00000       1.00000       178.477     
    8 6   8.00000       1.40625       120.733       0.00000       1.00000       154.698     
    9 6   9.00000       1.40625       128.267       0.00000       1.00000       172.821     
   10 6   10.0000       1.40625       139.414       0.00000       1.00000       180.572     
   11 6   11.0000       0.00000       128.848       0.00000       0.00000       218.110     
   12 6   12.0000       1.40625       125.446       0.00000       0.00000       173.114     
   13 6   13.0000       1.40625       133.878       0.00000       0.00000       176.420     
   14 6   14.0000       0.00000       125.361       0.00000       0.00000       229.585     
   15 6   15.0000       1.40625       122.341       0.00000       0.00000       167.408     
   16 6   16.0000       1.40625       137.402       0.00000       0.00000       183.254     
   17 6   17.0000       0.00000       128.724       0.00000       0.00000       224.919     
   18 6   18.0000       1.40625       122.337       0.00000       0.00000       169.291     
   19 6   19.0000       1.40625       130.125       0.00000       0.00000       173.414     
   20 6   20.0000       0.00000       122.155       0.00000       0.00000       213.767     
   21 6   21.0000       1.40625       126.874       0.00000       1.00000       169.412     
   22 6   22.0000       1.40625       140.353       0.00000       1.00000       187.464     
   23 6   23.0000       1.40625       122.965       0.00000       1.00000       165.957     
   24 6   24.0000       1.40625       128.737       0.00000       1.00000       174.098     
   25 6   25.0000       1.40625       136.817       0.00000       1.00000       183.108     
   26 6   26.0000       1.40625       107.365       0.00000       1.00000       146.082     
   27 6   27.0000       1.40625       124.642       0.00000       1.00000       168.051     
   28 6   28.0000       1.40625       137.117       0.00000       1.00000       187.043     
   29 6   29.0000       1.40625       123.977       0.00000       1.00000       170.790     
   30 6   30.0000       1.40625       127.438       0.00000       1.00000       171.135     
   31 6   31.0000       2.81250       133.610       0.00000       0.00000       184.638     
   32 6   32.0000       2.81250       121.783       0.00000       0.00000       168.703     
   33 6   33.0000       2.81250       120.682       0.00000       0.00000       168.717     
   34 6   34.0000       2.81250       151.125       0.00000       0.00000       198.381     
   35 6   35.0000       2.81250       128.262       0.00000       0.00000       174.463     
   36 6   36.0000       2.81250       125.875       0.00000       0.00000       180.537     
   37 6   37.0000       2.81250       135.143       0.00000       0.00000       182.384     
   38 6   38.0000       2.81250       124.768       0.00000       0.00000       168.871     
   39 6   39.0000       2.81250       122.762       0.00000       0.00000       169.835     
   40 6   40.0000       2.81250       134.175       0.00000       0.00000       193.049     
