 ;spi/dat   10-SEP-2012 AT 11:38:29   output/apsara_sa_doc_003.dat
    1 6   1.00000       358.594       130.306       0.00000       0.00000       182.684     
    2 6   2.00000       358.594       117.309       0.00000       0.00000       166.562     
    3 6   3.00000       358.594       117.569       0.00000       0.00000       168.335     
    4 6   4.00000       358.594       129.957       0.00000       0.00000       178.636     
    5 6   5.00000       358.594       120.753       0.00000       0.00000       165.062     
    6 6   6.00000       358.594       119.083       0.00000       0.00000       172.927     
    7 6   7.00000       358.594       129.228       0.00000       0.00000       180.343     
    8 6   8.00000       358.594       119.296       0.00000       0.00000       166.777     
    9 6   9.00000       358.594       118.100       0.00000       0.00000       169.766     
   10 6   10.0000       358.594       131.214       0.00000       0.00000       183.085     
   11 6   11.0000       0.00000       127.643       0.00000       0.00000       224.361     
   12 6   12.0000       0.00000       124.209       0.00000       0.00000       226.093     
   13 6   13.0000       0.00000       129.869       0.00000       0.00000       233.157     
   14 6   14.0000       0.00000       125.943       0.00000       0.00000       223.435     
   15 6   15.0000       0.00000       123.462       0.00000       0.00000       224.782     
   16 6   16.0000       0.00000       136.021       0.00000       0.00000       236.947     
   17 6   17.0000       0.00000       124.787       0.00000       0.00000       213.201     
   18 6   18.0000       0.00000       124.709       0.00000       0.00000       224.534     
   19 6   19.0000       0.00000       131.087       0.00000       0.00000       231.055     
   20 6   20.0000       0.00000       122.633       0.00000       0.00000       214.244     
   21 6   21.0000       0.00000       127.565       0.00000       0.00000       220.967     
   22 6   22.0000       0.00000       135.319       0.00000       0.00000       239.382     
   23 6   23.0000       0.00000       115.871       0.00000       0.00000       190.012     
   24 6   24.0000       0.00000       126.925       0.00000       0.00000       218.190     
   25 6   25.0000       0.00000       138.893       0.00000       0.00000       248.282     
   26 6   26.0000       0.00000       116.516       0.00000       0.00000       203.794     
   27 6   27.0000       0.00000       123.012       0.00000       0.00000       215.644     
   28 6   28.0000       0.00000       136.904       0.00000       0.00000       242.014     
   29 6   29.0000       0.00000       136.709       0.00000       0.00000       253.094     
   30 6   30.0000       0.00000       126.569       0.00000       0.00000       216.128     
   31 6   31.0000       358.594       144.420       0.00000       0.00000       204.693     
   32 6   32.0000       358.594       135.064       0.00000       0.00000       188.397     
   33 6   33.0000       358.594       132.987       0.00000       0.00000       190.357     
   34 6   34.0000       1.40625       138.854       0.00000       0.00000       195.189     
   35 6   35.0000       0.00000       135.115       0.00000       0.00000       235.357     
   36 6   36.0000       0.00000       153.377       0.00000      -1.00000       245.091     
   37 6   37.0000       358.594       141.706       0.00000       0.00000       199.974     
   38 6   38.0000       358.594       127.660       0.00000       0.00000       179.422     
   39 6   39.0000       358.594       127.752       0.00000       0.00000       182.254     
   40 6   40.0000       1.40625       143.994       0.00000       0.00000       198.176     
