 ;spi/dat   09-SEP-2008 AT 11:00:58   power/ctf001.dat
    1 4   0.0000      1.74185E-04  6.21549E-05  6.21549E-05 
    2 4  7.09220E-04  1.76843E-04  5.94971E-05  6.79997E-05 
    3 4  1.41844E-03  1.79504E-04  5.68361E-05  7.39100E-05 
    4 4  2.12766E-03  1.82166E-04  5.41738E-05  7.98730E-05 
    5 4  2.83688E-03  1.84829E-04  5.15111E-05  8.58753E-05 
    6 4  3.54610E-03  1.87491E-04  4.88492E-05  9.19029E-05 
    7 4  4.25532E-03  1.90151E-04  4.61890E-05  9.79407E-05 
    8 4  4.96454E-03  1.92808E-04  4.35319E-05  1.03974E-04 
    9 4  5.67376E-03  1.95461E-04  4.08790E-05  1.09987E-04 
   10 4  6.38298E-03  1.98108E-04  3.82314E-05  1.15964E-04 
   11 4  7.09220E-03  2.00750E-04  3.55903E-05  1.21888E-04 
   12 4  7.80142E-03  2.03383E-04  3.29570E-05  1.27744E-04 
   13 4  8.51064E-03  2.06007E-04  3.03328E-05  1.33513E-04 
   14 4  9.21986E-03  2.08621E-04  2.77192E-05  1.39179E-04 
   15 4  9.92908E-03  2.11223E-04  2.51164E-05  1.44724E-04 
   16 4  1.06383E-02  2.13813E-04  2.25265E-05  1.50131E-04 
   17 4  1.13475E-02  2.16389E-04  1.99508E-05  1.55384E-04 
   18 4  1.20567E-02  2.18950E-04  1.73901E-05  1.60464E-04 
   19 4  1.27660E-02  2.21494E-04  1.48463E-05  1.65355E-04 
   20 4  1.34752E-02  2.24020E-04  1.23199E-05  1.70039E-04 
   21 4  1.41844E-02  2.26527E-04  9.81272E-06  1.74501E-04 
   22 4  1.48936E-02  2.29014E-04  7.32559E-06  1.78724E-04 
   23 4  1.56028E-02  2.31479E-04  4.86060E-06  1.82692E-04 
   24 4  1.63121E-02  2.33922E-04  2.41795E-06  1.86390E-04 
   25 4  1.70213E-02  2.36340E-04   0.0000      1.89805E-04 
   26 4  1.77305E-02  2.38733E-04  1.27470E-04  1.92920E-04 
   27 4  1.84397E-02  2.41099E-04  1.95724E-04  1.95724E-04 
   28 4  1.91489E-02  2.43437E-04  1.91737E-04  1.98203E-04 
   29 4  1.98582E-02  2.45746E-04  1.90918E-04  2.00346E-04 
   30 4  2.05674E-02  2.48024E-04  1.87804E-04  2.02142E-04 
   31 4  2.12766E-02  2.50270E-04  1.91553E-04  2.03582E-04 
   32 4  2.19858E-02  2.52484E-04  1.90141E-04  2.04656E-04 
   33 4  2.26950E-02  2.54663E-04  1.89336E-04  2.05356E-04 
   34 4  2.34043E-02  2.56807E-04  1.88658E-04  2.05677E-04 
   35 4  2.41135E-02  2.58914E-04  1.85479E-04  2.05611E-04 
   36 4  2.48227E-02  2.60983E-04  1.87264E-04  2.05155E-04 
   37 4  2.55319E-02  2.63013E-04  1.86548E-04  2.04305E-04 
   38 4  2.62411E-02  2.65003E-04  1.86197E-04  2.03060E-04 
   39 4  2.69504E-02  2.66951E-04  1.85353E-04  2.01417E-04 
   40 4  2.76596E-02  2.68857E-04  1.81580E-04  1.99379E-04 
   41 4  2.83688E-02  2.70720E-04  1.74340E-04  1.96945E-04 
   42 4  2.90780E-02  2.72538E-04  1.70909E-04  1.94118E-04 
   43 4  2.97872E-02  2.74310E-04  1.68288E-04  1.90903E-04 
   44 4  3.04965E-02  2.76035E-04  1.65371E-04  1.87305E-04 
   45 4  3.12057E-02  2.77712E-04  1.63096E-04  1.83330E-04 
   46 4  3.19149E-02  2.79341E-04  1.56578E-04  1.69675E-04 
   47 4  3.26241E-02  2.80919E-04  1.50100E-04  1.57355E-04 
   48 4  3.33333E-02  2.82447E-04  1.45148E-04  1.46224E-04 
   49 4  3.40426E-02  2.83923E-04  1.36155E-04  1.36155E-04 
   50 4  3.47518E-02  2.85347E-04  1.26068E-04  1.27035E-04 
   51 4  3.54610E-02  2.86717E-04  1.17641E-04  1.18766E-04 
   52 4  3.61702E-02  2.88033E-04  1.11263E-04  1.11263E-04 
   53 4  3.68794E-02  2.89294E-04  1.02818E-04  1.04447E-04 
   54 4  3.75887E-02  2.90498E-04  9.54913E-05  9.82505E-05 
   55 4  3.82979E-02  2.91647E-04  8.46587E-05  9.26131E-05 
   56 4  3.90071E-02  2.92738E-04  7.59808E-05  8.74797E-05 
   57 4  3.97163E-02  2.93770E-04  6.71207E-05  8.28022E-05 
   58 4  4.04255E-02  2.94745E-04  5.55491E-05  7.85364E-05 
   59 4  4.11348E-02  2.95660E-04  4.67769E-05  7.46435E-05 
   60 4  4.18440E-02  2.96515E-04  3.86916E-05  7.10876E-05 
   61 4  4.25532E-02  2.97310E-04  3.07321E-05  6.78372E-05 
   62 4  4.32624E-02  2.98044E-04  2.34531E-05  6.48631E-05 
   63 4  4.39716E-02  2.98716E-04  1.63878E-05  6.21394E-05 
   64 4  4.46809E-02  2.99327E-04  1.14985E-05  5.96421E-05 
   65 4  4.53901E-02  2.99876E-04  7.68894E-06  5.73504E-05 
   66 4  4.60993E-02  3.00362E-04  3.25264E-06  5.52448E-05 
   67 4  4.68085E-02  3.00786E-04   0.0000      5.33077E-05 
   68 4  4.75177E-02  3.00528E-04  6.34085E-07  5.21424E-05 
   69 4  4.82269E-02  3.00247E-04  3.60297E-06  5.10764E-05 
   70 4  4.89362E-02  2.99943E-04  5.00394E-06  5.00959E-05 
   71 4  4.96454E-02  2.99618E-04  6.67784E-06  4.91889E-05 
   72 4  5.03546E-02  2.99272E-04  1.25990E-05  4.83429E-05 
   73 4  5.10638E-02  2.98907E-04  1.63886E-05  4.75492E-05 
   74 4  5.17730E-02  2.98523E-04  2.05206E-05  4.67976E-05 
   75 4  5.24823E-02  2.98123E-04  2.51324E-05  4.60815E-05 
   76 4  5.31915E-02  2.97707E-04  2.88526E-05  4.53917E-05 
   77 4  5.39007E-02  2.97276E-04  3.30154E-05  4.47239E-05 
