 ;spi/dat   09-SEP-2008 AT 11:00:59   power/ctf002.dat
    1 4   0.0000      1.83120E-04  6.29164E-05  6.29164E-05 
    2 4  7.09220E-04  1.85855E-04  6.01808E-05  6.81032E-05 
    3 4  1.41844E-03  1.88590E-04  5.74456E-05  7.33358E-05 
    4 4  2.12766E-03  1.91324E-04  5.47124E-05  7.86041E-05 
    5 4  2.83688E-03  1.94054E-04  5.19819E-05  8.38970E-05 
    6 4  3.54610E-03  1.96780E-04  4.92556E-05  8.92034E-05 
    7 4  4.25532E-03  1.99501E-04  4.65348E-05  9.45121E-05 
    8 4  4.96454E-03  2.02215E-04  4.38209E-05  9.98115E-05 
    9 4  5.67376E-03  2.04921E-04  4.11149E-05  1.05089E-04 
   10 4  6.38298E-03  2.07618E-04  3.84181E-05  1.10332E-04 
   11 4  7.09220E-03  2.10304E-04  3.57323E-05  1.15528E-04 
   12 4  7.80142E-03  2.12978E-04  3.30582E-05  1.20664E-04 
   13 4  8.51064E-03  2.15638E-04  3.03976E-05  1.25728E-04 
   14 4  9.21986E-03  2.18284E-04  2.77515E-05  1.30705E-04 
   15 4  9.92908E-03  2.20914E-04  2.51215E-05  1.35583E-04 
   16 4  1.06383E-02  2.23527E-04  2.25087E-05  1.40349E-04 
   17 4  1.13475E-02  2.26121E-04  1.99151E-05  1.44989E-04 
   18 4  1.20567E-02  2.28695E-04  1.73408E-05  1.49490E-04 
   19 4  1.27660E-02  2.31248E-04  1.47884E-05  1.53839E-04 
   20 4  1.34752E-02  2.33777E-04  1.22588E-05  1.58022E-04 
   21 4  1.41844E-02  2.36283E-04  9.75336E-06  1.62029E-04 
   22 4  1.48936E-02  2.38763E-04  7.27321E-06  1.65844E-04 
   23 4  1.56028E-02  2.41216E-04  4.82042E-06  1.69458E-04 
   24 4  1.63121E-02  2.43641E-04  2.39517E-06  1.72857E-04 
   25 4  1.70213E-02  2.46036E-04   0.0000      1.76030E-04 
   26 4  1.77305E-02  2.48400E-04  1.19460E-04  1.78966E-04 
   27 4  1.84397E-02  2.50732E-04  1.81655E-04  1.81655E-04 
   28 4  1.91489E-02  2.53031E-04  1.79447E-04  1.84087E-04 
   29 4  1.98582E-02  2.55294E-04  1.80194E-04  1.86251E-04 
   30 4  2.05674E-02  2.57521E-04  1.80858E-04  1.88140E-04 
   31 4  2.12766E-02  2.59711E-04  1.76826E-04  1.89745E-04 
   32 4  2.19858E-02  2.61862E-04  1.75668E-04  1.91058E-04 
   33 4  2.26950E-02  2.63972E-04  1.77159E-04  1.92073E-04 
   34 4  2.34043E-02  2.66042E-04  1.78291E-04  1.92783E-04 
   35 4  2.41135E-02  2.68069E-04  1.76350E-04  1.93184E-04 
   36 4  2.48227E-02  2.70051E-04  1.72484E-04  1.93270E-04 
   37 4  2.55319E-02  2.71989E-04  1.67804E-04  1.93038E-04 
   38 4  2.62411E-02  2.73881E-04  1.67339E-04  1.92485E-04 
   39 4  2.69504E-02  2.75726E-04  1.63171E-04  1.91609E-04 
   40 4  2.76596E-02  2.77522E-04  1.60628E-04  1.90408E-04 
   41 4  2.83688E-02  2.79268E-04  1.54111E-04  1.88883E-04 
   42 4  2.90780E-02  2.80964E-04  1.49284E-04  1.87034E-04 
   43 4  2.97872E-02  2.82608E-04  1.46579E-04  1.84863E-04 
   44 4  3.04965E-02  2.84199E-04  1.41832E-04  1.82371E-04 
   45 4  3.12057E-02  2.85737E-04  1.35265E-04  1.63658E-04 
   46 4  3.19149E-02  2.87220E-04  1.30644E-04  1.47243E-04 
   47 4  3.26241E-02  2.88647E-04  1.23430E-04  1.32812E-04 
   48 4  3.33333E-02  2.90018E-04  1.15841E-04  1.20103E-04 
   49 4  3.40426E-02  2.91331E-04  1.07553E-04  1.08890E-04 
   50 4  3.47518E-02  2.92586E-04  9.89865E-05  9.89865E-05 
   51 4  3.54610E-02  2.93782E-04  8.86942E-05  9.02310E-05 
   52 4  3.61702E-02  2.94918E-04  7.97050E-05  8.24843E-05 
   53 4  3.68794E-02  2.95994E-04  7.25109E-05  7.56269E-05 
   54 4  3.75887E-02  2.97008E-04  6.48031E-05  6.95555E-05 
   55 4  3.82979E-02  2.97961E-04  5.65307E-05  6.41789E-05 
   56 4  3.90071E-02  2.98851E-04  4.75085E-05  5.94190E-05 
   57 4  3.97163E-02  2.99678E-04  3.72944E-05  5.52054E-05 
   58 4  4.04255E-02  3.00441E-04  2.85442E-05  5.14779E-05 
   59 4  4.11348E-02  3.01141E-04  2.29569E-05  4.81813E-05 
   60 4  4.18440E-02  3.01775E-04  1.68253E-05  4.52681E-05 
   61 4  4.25532E-02  3.02345E-04  1.12909E-05  4.26958E-05 
   62 4  4.32624E-02  3.02849E-04  7.70090E-06  4.04260E-05 
   63 4  4.39716E-02  3.03288E-04  3.89272E-06  3.84253E-05 
   64 4  4.46809E-02  3.03660E-04  2.33378E-06  3.66643E-05 
   65 4  4.53901E-02  3.04617E-04   0.0000      3.44648E-05 
   66 4  4.60993E-02  3.03918E-04  2.88244E-07  3.40411E-05 
