 ;spi/dat   09-SEP-2008 AT 11:01:00   power/ctf003.dat
    1 4   0.0000      2.14852E-04  4.85052E-05  4.85052E-05 
    2 4  7.09220E-04  2.17043E-04  4.63146E-05  5.34590E-05 
    3 4  1.41844E-03  2.19224E-04  4.41335E-05  5.84413E-05 
    4 4  2.12766E-03  2.21395E-04  4.19625E-05  6.34438E-05 
    5 4  2.83688E-03  2.23555E-04  3.98022E-05  6.84582E-05 
    6 4  3.54610E-03  2.25704E-04  3.76535E-05  7.34766E-05 
    7 4  4.25532E-03  2.27840E-04  3.55171E-05  7.84899E-05 
    8 4  4.96454E-03  2.29964E-04  3.33937E-05  8.34898E-05 
    9 4  5.67376E-03  2.32073E-04  3.12840E-05  8.84669E-05 
   10 4  6.38298E-03  2.34169E-04  2.91888E-05  9.34122E-05 
   11 4  7.09220E-03  2.36249E-04  2.71088E-05  9.83166E-05 
   12 4  7.80142E-03  2.38313E-04  2.50448E-05  1.03171E-04 
   13 4  8.51064E-03  2.40360E-04  2.29977E-05  1.07965E-04 
   14 4  9.21986E-03  2.42390E-04  2.09678E-05  1.12690E-04 
   15 4  9.92908E-03  2.44401E-04  1.89561E-05  1.17337E-04 
   16 4  1.06383E-02  2.46394E-04  1.69635E-05  1.21895E-04 
   17 4  1.13475E-02  2.48367E-04  1.49903E-05  1.26355E-04 
   18 4  1.20567E-02  2.50320E-04  1.30376E-05  1.30708E-04 
   19 4  1.27660E-02  2.52251E-04  1.11061E-05  1.34944E-04 
   20 4  1.34752E-02  2.54161E-04  9.19623E-06  1.39054E-04 
   21 4  1.41844E-02  2.56048E-04  7.30905E-06  1.43028E-04 
   22 4  1.48936E-02  2.57912E-04  5.44527E-06  1.46859E-04 
   23 4  1.56028E-02  2.59752E-04  3.60559E-06  1.50535E-04 
   24 4  1.63121E-02  2.61567E-04  1.78991E-06  1.54050E-04 
   25 4  1.70213E-02  2.63357E-04   0.0000      1.57394E-04 
   26 4  1.77305E-02  2.65121E-04  1.08818E-04  1.60560E-04 
   27 4  1.84397E-02  2.66858E-04  1.63538E-04  1.63538E-04 
   28 4  1.91489E-02  2.68568E-04  1.59874E-04  1.66323E-04 
   29 4  1.98582E-02  2.70250E-04  1.56433E-04  1.68905E-04 
   30 4  2.05674E-02  2.71902E-04  1.58299E-04  1.71279E-04 
