 ;tom/dat   08-DEC-2004 AT 15:50:06   errors_3.dat
    1 4   263.94      -253.12     -0.34417       2.5332     
    2 4   321.27       273.94       2.4057       2.6159     
    3 4   86.631      -260.46      0.15204       1.6767     
    4 4  -9.8589       215.76     -0.13342       1.4267     
    5 4  -309.78      -181.17      1.74342E-02   2.2625     
    6 4  -352.19       205.05      -2.0979       1.5091     
 ;  1 1   2.0617    
