 ; dat/dat  d_rot045.dat   Wed Oct  1 17:15:27 2003
 ; Image file: /net/flores/usr1/hsiehc/Cornell/herpes_6/rot045.dat
 ; Theta & phi angles:    28.0000    0.0000
 ; Beta, gamma & alpha are on following line:
 ;  1 3      0.0000     28.0000      0.0000
 0001 2  797.000000  283.000000
 0002 2  862.000000  806.000000
 0003 2  640.000000  281.000000
 0004 2  567.000000  754.000000
 0005 2  290.000000  366.000000
 0006 2  266.000000  751.000000
