 ; dat/dat  d_rot026.dat   Wed Oct  1 16:56:46 2003
 ; Image file: /net/flores/usr1/hsiehc/Cornell/herpes_6/rot026.dat
 ; Theta & phi angles:   -10.0000    0.0000
 ; Beta, gamma & alpha are on following line:
 ;  1 3      0.0000    -10.0000      0.0000
 0001 2  816.000000  206.000000
 0002 2  882.000000  729.000000
 0003 2  640.000000  200.000000
 0004 2  554.000000  675.000000
 0005 2  250.000000  284.000000
 0006 2  214.000000  669.000000
