 ; dat/dat  d_rot104.dat   Thu Oct  2 09:06:19 2003
 ; Image file: /net/flores/usr1/hsiehc/Cornell/herpes_6/rot104.dat
 ; Theta & phi angles:    24.0000    0.0000
 ; Beta, gamma & alpha are on following line:
 ;  1 3      0.0000     24.0000      0.0000
 0001 2  780.000000  828.000000
 0002 2  306.000000  897.000000
 0003 2  783.000000  653.000000
 0004 2  354.000000  564.000000
 0005 2  708.000000  259.000000
 0006 2  360.000000  223.000000
