 ; dat/dat  d_rot021.dat   Wed Oct  1 17:00:05 2003
 ; Image file: /net/flores/usr1/hsiehc/Cornell/herpes_6/rot021.dat
 ; Theta & phi angles:   -20.0000    0.0000
 ; Beta, gamma & alpha are on following line:
 ;  1 3      0.0000    -20.0000      0.0000
 0001 2  736.000000  275.000000
 0002 2  799.000000  798.000000
 0003 2  568.000000  269.000000
 0004 2  484.000000  743.000000
 0005 2  196.000000  351.000000
 0006 2  160.000000  737.000000
