 ; dat/dat  d_rot62.dat   Wed Oct  1 17:41:45 2003
 ; Image file: /net/flores/usr1/hsiehc/Cornell/herpes_6/rot062.dat
 ; Theta & phi angles:   -60.0000    0.0000
 ; Beta, gamma & alpha are on following line:
 ;  1 3      0.0000    -60.0000      0.0000
 0001 2  561.000000  833.000000
 0002 2  291.000000  891.000000
 0003 2  562.000000  657.000000
 0004 2  317.000000  562.000000
 0005 2  516.000000  262.000000
 0006 2  314.000000  219.000000
