 ; dat/dat  d_rot032.dat   Wed Oct  1 17:09:45 2003
 ; Image file: /net/flores/usr1/hsiehc/Cornell/herpes_6/rot032.dat
 ; Theta & phi angles:     2.0000    0.0000
 ; Beta, gamma & alpha are on following line:
 ;  1 3      0.0000      2.0000      0.0000
 0001 2  735.000000  185.000000
 0002 2  803.000000  708.000000
 0003 2  556.000000  180.000000
 0004 2  470.000000  655.000000
 0005 2  159.000000  264.000000
 0006 2  126.000000  651.000000
