 ; dat/dat  d_rot054.dat   Wed Oct  1 17:19:27 2003
 ; Image file: /net/flores/usr1/hsiehc/Cornell/herpes_6/rot054.dat
 ; Theta & phi angles:    46.0000    0.0000
 ; Beta, gamma & alpha are on following line:
 ;  1 3      0.0000     46.0000      0.0000
 0001 2  670.000000  222.000000
 0002 2  727.000000  743.000000
 0003 2  548.000000  218.000000
 0004 2  496.000000  692.000000
 0005 2  272.000000  304.000000
 0006 2  260.000000  689.000000
